# mjd   B   error
54533.4799   20.6083   0.0834
54534.4939   20.5964   0.0834
54535.4853   20.5900   0.0834
54536.5063   20.6020   0.0834
54538.4432   20.5752   0.0834
54590.2682   20.6156   0.0834
54591.3921   20.5971   0.0834
54912.3686   20.4964   0.0834
55536.4909   20.4560   0.0834
55927.5119   20.3015   0.0834
56008.3278   20.2898   0.0834
56009.3172   20.2730   0.0834
56090.3578   20.3109   0.0834
56302.4871   20.3266   0.0834
