# mjd   V   error
54533.4942   -6.9190   0.0340
54534.5086   -6.9190   0.0340
54535.4995   -6.9190   0.0340
54536.5101   -6.9190   0.0340
54590.2825   -6.9190   0.0340
54591.4063   -6.9190   0.0340
54912.3916   -6.9190   0.0340
55536.5046   -6.9190   0.0340
55927.5258   -6.9190   0.0340
56008.3419   -6.9190   0.0340
56009.3311   -6.9190   0.0340
56090.3718   -6.9190   0.0340
56302.5012   -6.9190   0.0340
