# mjd   V   error
54533.4942   -9.6320   0.0112
54534.5086   -9.6320   0.0112
54535.4995   -9.6320   0.0112
54536.5101   -9.6320   0.0112
54590.2825   -9.6320   0.0112
54591.4063   -9.6320   0.0112
54912.3916   -9.6320   0.0112
55536.5046   -9.6320   0.0112
55927.5258   -9.6320   0.0112
56008.3419   -9.6320   0.0112
56009.3311   -9.6320   0.0112
56090.3718   -9.6320   0.0112
56302.5012   -9.6320   0.0112
