# mjd   V   error
54533.4942   -9.3400   0.0210
54534.5086   -9.3400   0.0210
54535.4995   -9.3400   0.0210
54536.5101   -9.3400   0.0210
54590.2825   -9.3400   0.0210
54591.4063   -9.3400   0.0210
54912.3916   -9.3400   0.0210
55536.5046   -9.3400   0.0210
55927.5258   -9.3400   0.0210
56008.3419   -9.3400   0.0210
56009.3311   -9.3400   0.0210
56090.3718   -9.3400   0.0210
56302.5012   -9.3400   0.0210
