# mjd   B   error
54533.4799   -7.8630   0.0180
54534.4939   -7.8630   0.0180
54535.4853   -7.8630   0.0180
54536.5092   -7.8630   0.0180
54538.4452   -7.8630   0.0180
54590.2682   -7.8630   0.0180
54591.3921   -7.8630   0.0180
54912.3796   -7.8630   0.0180
55536.4909   -7.8630   0.0180
55927.5119   -7.8630   0.0180
56008.3278   -7.8630   0.0180
56009.3172   -7.8630   0.0180
56090.3578   -7.8630   0.0180
56302.4871   -7.8630   0.0180
