# mjd   B   error
54533.4799   18.8706   0.0702
54534.4939   18.8731   0.0702
54535.4853   18.8664   0.0702
54536.5063   18.8638   0.0702
54538.4432   18.8724   0.0702
54590.2682   18.8719   0.0702
54591.3921   18.8632   0.0702
54912.3686   18.8802   0.0702
55536.4909   18.8932   0.0702
55927.5119   18.8760   0.0702
56008.3278   18.8791   0.0702
56009.3172   18.8766   0.0702
56090.3578   18.8617   0.0702
56302.4871   18.8756   0.0702
