# mjd   V   error
54533.4942   19.9057   0.0444
54534.5086   19.9116   0.0444
54535.4995   19.9099   0.0444
54536.5101   19.9215   0.0444
54590.2825   19.9387   0.0444
54591.4063   19.9497   0.0444
54912.3916   19.9470   0.0444
55536.5046   19.9041   0.0444
55927.5258   19.9286   0.0444
56008.3419   19.8774   0.0444
56009.3311   19.8861   0.0444
56090.3718   19.8909   0.0444
56302.5012   19.9156   0.0444
