# mjd   R   error
54533.4856   -9.1200   0.0174
54534.4999   -9.1200   0.0174
54535.4932   -9.1200   0.0174
54536.5081   -9.1200   0.0174
54538.4492   -9.1200   0.0174
54590.2743   -9.1200   0.0174
54591.3981   -9.1200   0.0174
54912.3754   -9.1200   0.0174
55536.4967   -9.1200   0.0174
55927.5174   -9.1200   0.0174
56008.3324   -9.1200   0.0174
56009.3226   -9.1200   0.0174
56090.3631   -9.1200   0.0174
56302.4929   -9.1200   0.0174
