# mjd   U   error
54533.4860   18.4854   0.0883
54534.5022   18.4818   0.0883
54535.4934   18.4879   0.0883
54536.5103   18.4967   0.0883
54538.4515   18.4626   0.0883
54590.2764   18.4869   0.0883
54591.4002   18.4912   0.0883
54912.3855   18.4628   0.0883
55536.4987   18.4787   0.0883
55927.5198   18.4701   0.0883
56008.3358   18.4685   0.0883
56009.3251   18.4698   0.0883
56090.3659   18.4834   0.0883
56302.4952   18.4674   0.0883
