# mjd   B   error
54533.4799   -7.5750   0.0210
54534.4939   -7.5750   0.0210
54535.4873   -7.5750   0.0210
54536.5063   -7.5750   0.0210
54538.4452   -7.5750   0.0210
54590.2682   -7.5750   0.0210
54591.3921   -7.5750   0.0210
54912.3796   -7.5750   0.0210
55536.4909   -7.5750   0.0210
55927.5119   -7.5750   0.0210
56008.3278   -7.5750   0.0210
56009.3172   -7.5750   0.0210
56090.3578   -7.5750   0.0210
56302.4871   -7.5750   0.0210
