# mjd   R   error
54533.4856   -9.4160   0.0130
54534.4999   -9.4160   0.0130
54535.4932   -9.4160   0.0130
54536.5081   -9.4160   0.0130
54538.4492   -9.4160   0.0130
54590.2743   -9.4160   0.0130
54591.3981   -9.4160   0.0130
54912.3754   -9.4160   0.0130
55536.4967   -9.4160   0.0130
55927.5174   -9.4160   0.0130
56008.3324   -9.4160   0.0130
56009.3226   -9.4160   0.0130
56090.3631   -9.4160   0.0130
56302.4929   -9.4160   0.0130
