# mjd   B   error
54533.4799   -8.9240   0.0752
54534.4939   -8.9240   0.0752
54535.4873   -8.9240   0.0752
54536.5063   -8.9240   0.0752
54538.4452   -8.9240   0.0752
54590.2682   -8.9240   0.0752
54591.3921   -8.9240   0.0752
54912.3796   -8.9240   0.0752
55536.4909   -8.9240   0.0752
55927.5119   -8.9240   0.0752
56008.3278   -8.9240   0.0752
56009.3172   -8.9240   0.0752
56090.3578   -8.9240   0.0752
56302.4871   -8.9240   0.0752
