# mjd   B   error
54533.4799   -7.2930   0.0832
54534.4939   -7.2930   0.0832
54535.4853   -7.2930   0.0832
54536.5063   -7.2930   0.0832
54538.4432   -7.2930   0.0832
54590.2682   -7.2930   0.0832
54591.3921   -7.2930   0.0832
54912.3686   -7.2930   0.0832
55536.4909   -7.2930   0.0832
55927.5119   -7.2930   0.0832
56008.3278   -7.2930   0.0832
56009.3172   -7.2930   0.0832
56090.3578   -7.2930   0.0832
56302.4871   -7.2930   0.0832
