# mjd   V   error
54533.4942   -8.2170   0.0424
54534.5086   -8.2170   0.0424
54535.4995   -8.2170   0.0424
54536.5101   -8.2170   0.0424
54590.2825   -8.2170   0.0424
54591.4063   -8.2170   0.0424
54912.3916   -8.2170   0.0424
55536.5046   -8.2170   0.0424
55927.5258   -8.2170   0.0424
56008.3419   -8.2170   0.0424
56009.3311   -8.2170   0.0424
56090.3718   -8.2170   0.0424
56302.5012   -8.2170   0.0424
