# mjd   U   error
54533.4860   -9.8260   0.0786
54534.5022   -9.8260   0.0786
54535.4934   -9.8260   0.0786
54536.5103   -9.8260   0.0786
54538.4515   -9.8260   0.0786
54590.2764   -9.8260   0.0786
54591.4002   -9.8260   0.0786
54912.3855   -9.8260   0.0786
55536.4987   -9.8260   0.0786
55927.5198   -9.8260   0.0786
56008.3358   -9.8260   0.0786
56009.3251   -9.8260   0.0786
56090.3659   -9.8260   0.0786
56302.4952   -9.8260   0.0786
