# mjd   B   error
54533.4799   19.8318   0.0932
54534.4939   19.8290   0.0932
54535.4853   19.8269   0.0932
54536.5063   19.8330   0.0932
54538.4432   19.8323   0.0932
54590.2682   19.8525   0.0932
54591.3921   19.8542   0.0932
54912.3686   19.8438   0.0932
55536.4909   19.8243   0.0932
55927.5119   19.8521   0.0932
56008.3278   19.8119   0.0932
56009.3172   19.8147   0.0932
56090.3578   19.8046   0.0932
56302.4871   19.8341   0.0932
