# mjd   R   error
54533.4856   -8.6210   0.0640
54534.4999   -8.6210   0.0640
54535.4932   -8.6210   0.0640
54536.5081   -8.6210   0.0640
54538.4492   -8.6210   0.0640
54590.2743   -8.6210   0.0640
54591.3981   -8.6210   0.0640
54912.3754   -8.6210   0.0640
55536.4967   -8.6210   0.0640
55927.5174   -8.6210   0.0640
56008.3324   -8.6210   0.0640
56009.3226   -8.6210   0.0640
56090.3631   -8.6210   0.0640
56302.4929   -8.6210   0.0640
