# mjd   V   error
54533.4942   -8.8150   0.0569
54534.5086   -8.8150   0.0569
54535.4995   -8.8150   0.0569
54536.5101   -8.8150   0.0569
54590.2825   -8.8150   0.0569
54591.4063   -8.8150   0.0569
54912.3916   -8.8150   0.0569
55536.5046   -8.8150   0.0569
55927.5258   -8.8150   0.0569
56008.3419   -8.8150   0.0569
56009.3311   -8.8150   0.0569
56090.3718   -8.8150   0.0569
56302.5012   -8.8150   0.0569
