# mjd   U   error
54533.4860   16.6759   0.1247
54534.5022   16.6788   0.1247
54535.4934   16.6703   0.1247
54536.5103   16.6713   0.1247
54538.4515   16.6837   0.1247
54590.2764   16.6756   0.1247
54591.4002   16.6822   0.1247
54912.3855   16.6703   0.1247
55536.4987   16.6600   0.1247
55927.5198   16.6659   0.1247
56008.3358   16.6703   0.1247
56009.3251   16.6728   0.1247
56090.3659   16.6796   0.1247
56302.4952   16.6657   0.1247
