# mjd   U   error
54534.5022   -10.8680   0.0493
54535.4934   -10.8680   0.0493
54536.5103   -10.8680   0.0493
54538.4515   -10.8680   0.0493
54590.2764   -10.8680   0.0493
54591.4002   -10.8680   0.0493
54912.3855   -10.8680   0.0493
55536.4987   -10.8680   0.0493
55927.5198   -10.8680   0.0493
56008.3358   -10.8680   0.0493
56009.3251   -10.8680   0.0493
56090.3659   -10.8680   0.0493
56302.4952   -10.8680   0.0493
