# mjd   V   error
54533.4942   -8.5360   0.0210
54534.5086   -8.5360   0.0210
54535.4995   -8.5360   0.0210
54536.5101   -8.5360   0.0210
54590.2825   -8.5360   0.0210
54591.4063   -8.5360   0.0210
54912.3916   -8.5360   0.0210
55536.5046   -8.5360   0.0210
55927.5258   -8.5360   0.0210
56008.3419   -8.5360   0.0210
56009.3311   -8.5360   0.0210
56090.3718   -8.5360   0.0210
56302.5012   -8.5360   0.0210
