# mjd   V   error
54533.4942   -8.9350   0.0319
54534.5086   -8.9350   0.0319
54535.4995   -8.9350   0.0319
54536.5101   -8.9350   0.0319
54590.2825   -8.9350   0.0319
54591.4063   -8.9350   0.0319
54912.3916   -8.9350   0.0319
55536.5046   -8.9350   0.0319
55927.5258   -8.9350   0.0319
56008.3419   -8.9350   0.0319
56009.3311   -8.9350   0.0319
56090.3718   -8.9350   0.0319
56302.5012   -8.9350   0.0319
