# mjd   B   error
54533.4799   -8.9660   0.0785
54534.4939   -8.9660   0.0785
54535.4853   -8.9660   0.0785
54536.5063   -8.9660   0.0785
54538.4432   -8.9660   0.0785
54590.2682   -8.9660   0.0785
54591.3921   -8.9660   0.0785
54912.3686   -8.9660   0.0785
55536.4909   -8.9660   0.0785
55927.5119   -8.9660   0.0785
56008.3278   -8.9660   0.0785
56009.3172   -8.9660   0.0785
56090.3578   -8.9660   0.0785
56302.4871   -8.9660   0.0785
