# mjd   R   error
54533.4856   nan   nan
54534.4999   nan   nan
54535.4913   25.8307   0.0301
54536.5081   26.8737   0.0305
54538.4492   nan   nan
54590.2743   nan   nan
54591.3981   nan   nan
54912.3754   nan   nan
55536.4967   nan   nan
55927.5174   nan   nan
56008.3324   nan   nan
56009.3226   nan   nan
56090.3631   25.6463   0.0300
56302.4929   nan   nan
