# mjd   U   error
54534.5022   -8.1910   0.0799
54535.4934   -8.1910   0.0799
54536.5103   -8.1910   0.0799
54538.4515   -8.1910   0.0799
54590.2764   -8.1910   0.0799
54591.4002   -8.1910   0.0799
54912.3855   -8.1910   0.0799
55536.4987   -8.1910   0.0799
55927.5198   -8.1910   0.0799
56008.3358   -8.1910   0.0799
56009.3251   -8.1910   0.0799
56090.3659   -8.1910   0.0799
56302.4952   -8.1910   0.0799
