# mjd   B   error
54533.4799   -7.0090   0.0517
54534.4939   -7.0090   0.0517
54535.4873   -7.0090   0.0517
54536.5063   -7.0090   0.0517
54538.4452   -7.0090   0.0517
54590.2682   -7.0090   0.0517
54591.3921   -7.0090   0.0517
54912.3796   -7.0090   0.0517
55536.4909   -7.0090   0.0517
55927.5119   -7.0090   0.0517
56008.3278   -7.0090   0.0517
56009.3172   -7.0090   0.0517
56090.3578   -7.0090   0.0517
56302.4871   -7.0090   0.0517
