# mjd   U   error
54533.4860   -8.7640   0.0586
54534.5022   -8.7640   0.0586
54535.4934   -8.7640   0.0586
54536.5103   -8.7640   0.0586
54538.4515   -8.7640   0.0586
54590.2764   -8.7640   0.0586
54591.4002   -8.7640   0.0586
54912.3855   -8.7640   0.0586
55536.4987   -8.7640   0.0586
55927.5198   -8.7640   0.0586
56008.3358   -8.7640   0.0586
56009.3251   -8.7640   0.0586
56090.3659   -8.7640   0.0586
56302.4952   -8.7640   0.0586
