# mjd   U   error
54535.4934   -6.6590   0.0534
54536.5103   -6.6590   0.0534
54538.4515   -6.6590   0.0534
54590.2764   -6.6590   0.0534
54591.4002   -6.6590   0.0534
54912.3855   -6.6590   0.0534
55536.4987   -6.6590   0.0534
55927.5198   -6.6590   0.0534
56008.3358   -6.6590   0.0534
56009.3251   -6.6590   0.0534
56090.3659   -6.6590   0.0534
56302.4952   -6.6590   0.0534
