# mjd   V   error
54533.4942   -8.3340   0.0345
54534.5086   -8.3340   0.0345
54535.4995   -8.3340   0.0345
54536.5101   -8.3340   0.0345
54590.2825   -8.3340   0.0345
54591.4063   -8.3340   0.0345
54912.3916   -8.3340   0.0345
55536.5046   -8.3340   0.0345
55927.5258   -8.3340   0.0345
56008.3419   -8.3340   0.0345
56009.3311   -8.3340   0.0345
56090.3718   -8.3340   0.0345
56302.5012   -8.3340   0.0345
