# mjd   R   error
54533.4856   -8.6100   0.0596
54534.4999   -8.6100   0.0596
54535.4913   -8.6100   0.0596
54536.5081   -8.6100   0.0596
54538.4492   -8.6100   0.0596
54590.2743   -8.6100   0.0596
54591.3981   -8.6100   0.0596
54912.3754   -8.6100   0.0596
55536.4967   -8.6100   0.0596
55927.5174   -8.6100   0.0596
56008.3324   -8.6100   0.0596
56009.3226   -8.6100   0.0596
56090.3631   -8.6100   0.0596
56302.4929   -8.6100   0.0596
