# mjd   V   error
54533.4942   -6.7470   0.0883
54534.5086   -6.7470   0.0883
54535.4995   -6.7470   0.0883
54536.5101   -6.7470   0.0883
54590.2825   -6.7470   0.0883
54591.4063   -6.7470   0.0883
54912.3916   -6.7470   0.0883
55536.5046   -6.7470   0.0883
55927.5258   -6.7470   0.0883
56008.3419   -6.7470   0.0883
56009.3311   -6.7470   0.0883
56090.3718   -6.7470   0.0883
56302.5012   -6.7470   0.0883
