# mjd   U   error
54533.4860   -9.6570   0.0749
54534.5022   -9.6570   0.0749
54535.4934   -9.6570   0.0749
54536.5103   -9.6570   0.0749
54538.4515   -9.6570   0.0749
54590.2764   -9.6570   0.0749
54591.4002   -9.6570   0.0749
54912.3855   -9.6570   0.0749
55536.4987   -9.6570   0.0749
55927.5198   -9.6570   0.0749
56008.3358   -9.6570   0.0749
56009.3251   -9.6570   0.0749
56090.3659   -9.6570   0.0749
56302.4952   -9.6570   0.0749
