# mjd   U   error
54533.4860   -9.1620   0.0700
54534.5022   -9.1620   0.0700
54535.4934   -9.1620   0.0700
54536.5103   -9.1620   0.0700
54538.4515   -9.1620   0.0700
54590.2764   -9.1620   0.0700
54591.4002   -9.1620   0.0700
54912.3855   -9.1620   0.0700
55536.4987   -9.1620   0.0700
55927.5198   -9.1620   0.0700
56008.3358   -9.1620   0.0700
56009.3251   -9.1620   0.0700
56090.3659   -9.1620   0.0700
56302.4952   -9.1620   0.0700
