# mjd   R   error
54533.4856   27.2746   1.0314
54534.4999   nan   nan
54535.4913   25.3758   0.0300
54536.5081   26.3308   0.0302
54538.4492   nan   nan
54590.2743   27.7445   0.0318
54591.3981   28.1735   0.0360
54912.3754   nan   nan
55536.4967   nan   nan
55927.5174   28.0035   0.0329
56008.3324   nan   nan
56009.3226   nan   nan
56090.3631   25.3470   0.0300
56302.4929   nan   nan
