# mjd   U   error
54533.4860   -8.0750   0.0253
54534.5022   -8.0750   0.0253
54535.4934   -8.0750   0.0253
54536.5103   -8.0750   0.0253
54538.4515   -8.0750   0.0253
54590.2764   -8.0750   0.0253
54591.4002   -8.0750   0.0253
54912.3855   -8.0750   0.0253
55536.4987   -8.0750   0.0253
55927.5198   -8.0750   0.0253
56008.3358   -8.0750   0.0253
56009.3251   -8.0750   0.0253
56090.3659   -8.0750   0.0253
56302.4952   -8.0750   0.0253
