# mjd   B   error
54533.4799   -7.9050   0.1678
54534.4939   -7.9050   0.1678
54535.4853   -7.9050   0.1678
54536.5063   -7.9050   0.1678
54538.4432   -7.9050   0.1678
54590.2682   -7.9050   0.1678
54591.3921   -7.9050   0.1678
54912.3686   -7.9050   0.1678
55536.4909   -7.9050   0.1678
55927.5119   -7.9050   0.1678
56008.3278   -7.9050   0.1678
56009.3172   -7.9050   0.1678
56090.3578   -7.9050   0.1678
56302.4871   -7.9050   0.1678
