# mjd   R   error
54533.4856   -8.8870   0.0204
54534.4999   -8.8870   0.0204
54535.4932   -8.8870   0.0204
54536.5081   -8.8870   0.0204
54538.4492   -8.8870   0.0204
54590.2743   -8.8870   0.0204
54591.3981   -8.8870   0.0204
54912.3754   -8.8870   0.0204
55536.4967   -8.8870   0.0204
55927.5174   -8.8870   0.0204
56008.3324   -8.8870   0.0204
56009.3226   -8.8870   0.0204
56090.3631   -8.8870   0.0204
56302.4929   -8.8870   0.0204
