# mjd   U   error
54533.4860   -7.3730   0.1232
54534.5022   -7.3730   0.1232
54535.4934   -7.3730   0.1232
54536.5103   -7.3730   0.1232
54538.4515   -7.3730   0.1232
54590.2764   -7.3730   0.1232
54591.4002   -7.3730   0.1232
54912.3855   -7.3730   0.1232
55536.4987   -7.3730   0.1232
55927.5198   -7.3730   0.1232
56008.3358   -7.3730   0.1232
56009.3251   -7.3730   0.1232
56090.3659   -7.3730   0.1232
56302.4952   -7.3730   0.1232
