# mjd   V   error
54533.4942   -10.1520   0.0576
54534.5086   -10.1520   0.0576
54535.4995   -10.1520   0.0576
54536.5101   -10.1520   0.0576
54590.2825   -10.1520   0.0576
54591.4063   -10.1520   0.0576
54912.3916   -10.1520   0.0576
55536.5046   -10.1520   0.0576
55927.5258   -10.1520   0.0576
56008.3419   -10.1520   0.0576
56009.3311   -10.1520   0.0576
56090.3718   -10.1520   0.0576
56302.5012   -10.1520   0.0576
