# mjd   V   error
54533.4942   -8.4430   0.0675
54534.5086   -8.4430   0.0675
54535.4995   -8.4430   0.0675
54536.5101   -8.4430   0.0675
54590.2825   -8.4430   0.0675
54591.4063   -8.4430   0.0675
54912.3916   -8.4430   0.0675
55536.5046   -8.4430   0.0675
55927.5258   -8.4430   0.0675
56008.3419   -8.4430   0.0675
56009.3311   -8.4430   0.0675
56090.3718   -8.4430   0.0675
56302.5012   -8.4430   0.0675
