# mjd   U   error
54534.5022   20.0682   0.0329
54535.4934   20.0543   0.0329
54536.5103   20.0392   0.0331
54538.4515   20.0199   0.0331
54590.2764   20.0936   0.0329
54591.4002   20.1016   0.0330
54912.3855   20.1065   0.0330
55536.4987   20.0138   0.0329
55927.5198   20.0807   0.0329
56008.3358   20.0606   0.0329
56009.3251   20.0580   0.0329
56090.3659   20.0336   0.0329
56302.4952   20.0797   0.0329
