# mjd   U   error
54534.5022   -7.9160   0.0420
54535.4934   -7.9160   0.0420
54536.5103   -7.9160   0.0420
54538.4515   -7.9160   0.0420
54590.2764   -7.9160   0.0420
54591.4002   -7.9160   0.0420
54912.3855   -7.9160   0.0420
55536.4987   -7.9160   0.0420
55927.5198   -7.9160   0.0420
56008.3358   -7.9160   0.0420
56009.3251   -7.9160   0.0420
56090.3659   -7.9160   0.0420
56302.4952   -7.9160   0.0420
