# mjd   U   error
54535.4934   -8.7060   0.0246
54536.5103   -8.7060   0.0246
54538.4515   -8.7060   0.0246
54590.2764   -8.7060   0.0246
54591.4002   -8.7060   0.0246
54912.3855   -8.7060   0.0246
55536.4987   -8.7060   0.0246
55927.5198   -8.7060   0.0246
56008.3358   -8.7060   0.0246
56009.3251   -8.7060   0.0246
56090.3659   -8.7060   0.0246
56302.4952   -8.7060   0.0246
