# mjd   U   error
54534.5022   -7.0360   0.0319
54535.4934   -7.0360   0.0319
54536.5103   -7.0360   0.0319
54538.4515   -7.0360   0.0319
54590.2764   -7.0360   0.0319
54591.4002   -7.0360   0.0319
54912.3855   -7.0360   0.0319
55536.4987   -7.0360   0.0319
55927.5198   -7.0360   0.0319
56008.3358   -7.0360   0.0319
56009.3251   -7.0360   0.0319
56090.3659   -7.0360   0.0319
56302.4952   -7.0360   0.0319
