# mjd   R   error
54533.4856   19.8113   0.0473
54534.4999   19.8129   0.0473
54535.4913   19.8121   0.0473
54536.5081   19.8139   0.0473
54538.4492   19.8136   0.0473
54590.2743   19.8418   0.0473
54591.3981   19.8468   0.0473
54912.3754   19.8486   0.0473
55536.4967   19.7803   0.0473
55927.5174   19.8402   0.0473
56008.3324   19.8093   0.0473
56009.3226   19.7962   0.0473
56090.3631   19.7969   0.0473
56302.4929   19.8054   0.0473
