# mjd   U   error
54533.4860   17.4389   0.1055
54534.5022   17.4545   0.1055
54535.4934   17.4370   0.1055
54536.5103   17.4373   0.1055
54538.4515   17.4357   0.1055
54590.2764   17.4337   0.1055
54591.4002   17.4434   0.1055
54912.3855   17.4444   0.1055
55536.4987   17.4407   0.1055
55927.5198   17.4408   0.1055
56008.3358   17.4318   0.1055
56009.3251   17.4331   0.1055
56090.3659   17.4367   0.1055
56302.4952   17.4446   0.1055
