# mjd   U   error
54534.5022   -9.6800   0.0503
54535.4934   -9.6800   0.0503
54536.5103   -9.6800   0.0503
54538.4515   -9.6800   0.0503
54590.2764   -9.6800   0.0503
54591.4002   -9.6800   0.0503
54912.3855   -9.6800   0.0503
55536.4987   -9.6800   0.0503
55927.5198   -9.6800   0.0503
56008.3358   -9.6800   0.0503
56009.3251   -9.6800   0.0503
56090.3659   -9.6800   0.0503
56302.4952   -9.6800   0.0503
