# mjd   V   error
54533.4942   -8.7010   0.0251
54534.5086   -8.7010   0.0251
54535.4995   -8.7010   0.0251
54536.5101   -8.7010   0.0251
54590.2825   -8.7010   0.0251
54591.4063   -8.7010   0.0251
54912.3916   -8.7010   0.0251
55536.5046   -8.7010   0.0251
55927.5258   -8.7010   0.0251
56008.3419   -8.7010   0.0251
56009.3311   -8.7010   0.0251
56090.3718   -8.7010   0.0251
56302.5012   -8.7010   0.0251
