# mjd   U   error
54533.4860   -8.3410   0.1052
54534.5022   -8.3410   0.1052
54535.4934   -8.3410   0.1052
54536.5103   -8.3410   0.1052
54538.4515   -8.3410   0.1052
54590.2764   -8.3410   0.1052
54591.4002   -8.3410   0.1052
54912.3855   -8.3410   0.1052
55536.4987   -8.3410   0.1052
55927.5198   -8.3410   0.1052
56008.3358   -8.3410   0.1052
56009.3251   -8.3410   0.1052
56090.3659   -8.3410   0.1052
56302.4952   -8.3410   0.1052
