# mjd   B   error
54533.4799   -7.7960   0.0180
54534.4939   -7.7960   0.0180
54535.4873   -7.7960   0.0180
54536.5063   -7.7960   0.0180
54538.4452   -7.7960   0.0180
54590.2682   -7.7960   0.0180
54591.3921   -7.7960   0.0180
54912.3796   -7.7960   0.0180
55536.4909   -7.7960   0.0180
55927.5119   -7.7960   0.0180
56008.3278   -7.7960   0.0180
56009.3172   -7.7960   0.0180
56090.3578   -7.7960   0.0180
56302.4871   -7.7960   0.0180
