# mjd   U   error
54534.5022   -5.9990   0.0507
54535.4934   -5.9990   0.0507
54536.5103   -5.9990   0.0507
54538.4515   -5.9990   0.0507
54590.2764   -5.9990   0.0507
54591.4002   -5.9990   0.0507
54912.3855   -5.9990   0.0507
55536.4987   -5.9990   0.0507
55927.5198   -5.9990   0.0507
56008.3358   -5.9990   0.0507
56009.3251   -5.9990   0.0507
56090.3659   -5.9990   0.0507
56302.4952   -5.9990   0.0507
