# mjd   R   error
54533.4856   -9.7350   0.0494
54534.4999   -9.7350   0.0494
54535.4913   -9.7350   0.0494
54536.5081   -9.7350   0.0494
54538.4492   -9.7350   0.0494
54590.2743   -9.7350   0.0494
54591.3981   -9.7350   0.0494
54912.3754   -9.7350   0.0494
55536.4967   -9.7350   0.0494
55927.5174   -9.7350   0.0494
56008.3324   -9.7350   0.0494
56009.3226   -9.7350   0.0494
56090.3631   -9.7350   0.0494
56302.4929   -9.7350   0.0494
