# mjd   V   error
54533.4942   -8.7970   0.0182
54534.5086   -8.7970   0.0182
54535.4995   -8.7970   0.0182
54536.5101   -8.7970   0.0182
54590.2825   -8.7970   0.0182
54591.4063   -8.7970   0.0182
54912.3916   -8.7970   0.0182
55536.5046   -8.7970   0.0182
55927.5258   -8.7970   0.0182
56008.3419   -8.7970   0.0182
56009.3311   -8.7970   0.0182
56090.3718   -8.7970   0.0182
56302.5012   -8.7970   0.0182
