# mjd   U   error
54534.5022   -9.2510   0.0290
54535.4934   -9.2510   0.0290
54536.5103   -9.2510   0.0290
54538.4515   -9.2510   0.0290
54590.2764   -9.2510   0.0290
54591.4002   -9.2510   0.0290
54912.3855   -9.2510   0.0290
55536.4987   -9.2510   0.0290
55927.5198   -9.2510   0.0290
56008.3358   -9.2510   0.0290
56009.3251   -9.2510   0.0290
56090.3659   -9.2510   0.0290
56302.4952   -9.2510   0.0290
