# mjd   B   error
54533.4799   -8.2840   0.0759
54534.4939   -8.2840   0.0759
54535.4853   -8.2840   0.0759
54536.5063   -8.2840   0.0759
54538.4432   -8.2840   0.0759
54590.2682   -8.2840   0.0759
54591.3921   -8.2840   0.0759
54912.3686   -8.2840   0.0759
55536.4909   -8.2840   0.0759
55927.5119   -8.2840   0.0759
56008.3278   -8.2840   0.0759
56009.3172   -8.2840   0.0759
56090.3578   -8.2840   0.0759
56302.4871   -8.2840   0.0759
