# mjd   R   error
54533.4856   -7.1340   0.0463
54534.4999   -7.1340   0.0463
54535.4932   -7.1340   0.0463
54536.5081   -7.1340   0.0463
54538.4492   -7.1340   0.0463
54590.2743   -7.1340   0.0463
54591.3981   -7.1340   0.0463
54912.3754   -7.1340   0.0463
55536.4967   -7.1340   0.0463
55927.5174   -7.1340   0.0463
56008.3324   -7.1340   0.0463
56009.3226   -7.1340   0.0463
56090.3631   -7.1340   0.0463
56302.4929   -7.1340   0.0463
