# mjd   B   error
54533.4799   -8.8410   0.0279
54534.4939   -8.8410   0.0279
54535.4873   -8.8410   0.0279
54536.5063   -8.8410   0.0279
54538.4452   -8.8410   0.0279
54590.2682   -8.8410   0.0279
54591.3921   -8.8410   0.0279
54912.3796   -8.8410   0.0279
55536.4909   -8.8410   0.0279
55927.5119   -8.8410   0.0279
56008.3278   -8.8410   0.0279
56009.3172   -8.8410   0.0279
56090.3578   -8.8410   0.0279
56302.4871   -8.8410   0.0279
