# mjd   U   error
54533.4860   -5.8550   0.0527
54534.5022   -5.8550   0.0527
54535.4934   -5.8550   0.0527
54536.5103   -5.8550   0.0527
54538.4515   -5.8550   0.0527
54590.2764   -5.8550   0.0527
54591.4002   -5.8550   0.0527
54912.3855   -5.8550   0.0527
55536.4987   -5.8550   0.0527
55927.5198   -5.8550   0.0527
56008.3358   -5.8550   0.0527
56009.3251   -5.8550   0.0527
56090.3659   -5.8550   0.0527
56302.4952   -5.8550   0.0527
