# mjd   B   error
54533.4799   -8.3960   0.0210
54534.4939   -8.3960   0.0210
54535.4873   -8.3960   0.0210
54536.5063   -8.3960   0.0210
54538.4452   -8.3960   0.0210
54590.2682   -8.3960   0.0210
54591.3921   -8.3960   0.0210
54912.3796   -8.3960   0.0210
55536.4909   -8.3960   0.0210
55927.5119   -8.3960   0.0210
56008.3278   -8.3960   0.0210
56009.3172   -8.3960   0.0210
56090.3578   -8.3960   0.0210
56302.4871   -8.3960   0.0210
