# mjd   R   error
54533.4856   -9.3210   0.0444
54534.4999   -9.3210   0.0444
54535.4913   -9.3210   0.0444
54536.5081   -9.3210   0.0444
54538.4492   -9.3210   0.0444
54590.2743   -9.3210   0.0444
54591.3981   -9.3210   0.0444
54912.3754   -9.3210   0.0444
55536.4967   -9.3210   0.0444
55927.5174   -9.3210   0.0444
56008.3324   -9.3210   0.0444
56009.3226   -9.3210   0.0444
56090.3631   -9.3210   0.0444
56302.4929   -9.3210   0.0444
