# mjd   R   error
54533.4856   -9.1290   0.0326
54534.4999   -9.1290   0.0326
54535.4913   -9.1290   0.0326
54536.5081   -9.1290   0.0326
54538.4492   -9.1290   0.0326
54590.2743   -9.1290   0.0326
54591.3981   -9.1290   0.0326
54912.3754   -9.1290   0.0326
55536.4967   -9.1290   0.0326
55927.5174   -9.1290   0.0326
56008.3324   -9.1290   0.0326
56009.3226   -9.1290   0.0326
56090.3631   -9.1290   0.0326
56302.4929   -9.1290   0.0326
