# mjd   V   error
54533.4942   -8.4520   0.0141
54534.5086   -8.4520   0.0141
54535.4995   -8.4520   0.0141
54536.5101   -8.4520   0.0141
54590.2825   -8.4520   0.0141
54591.4063   -8.4520   0.0141
54912.3916   -8.4520   0.0141
55536.5046   -8.4520   0.0141
55927.5258   -8.4520   0.0141
56008.3419   -8.4520   0.0141
56009.3311   -8.4520   0.0141
56090.3718   -8.4520   0.0141
56302.5012   -8.4520   0.0141
