# mjd   B   error
54533.4799   -8.4690   0.0873
54534.4939   -8.4690   0.0873
54535.4873   -8.4690   0.0873
54536.5063   -8.4690   0.0873
54538.4452   -8.4690   0.0873
54590.2682   -8.4690   0.0873
54591.3921   -8.4690   0.0873
54912.3796   -8.4690   0.0873
55536.4909   -8.4690   0.0873
55927.5119   -8.4690   0.0873
56008.3278   -8.4690   0.0873
56009.3172   -8.4690   0.0873
56090.3578   -8.4690   0.0873
56302.4871   -8.4690   0.0873
