# mjd   B   error
54533.4799   -6.9280   0.0293
54534.4939   -6.9280   0.0293
54535.4873   -6.9280   0.0293
54536.5063   -6.9280   0.0293
54538.4452   -6.9280   0.0293
54590.2682   -6.9280   0.0293
54591.3921   -6.9280   0.0293
54912.3796   -6.9280   0.0293
55536.4909   -6.9280   0.0293
55927.5119   -6.9280   0.0293
56008.3278   -6.9280   0.0293
56009.3172   -6.9280   0.0293
56090.3578   -6.9280   0.0293
56302.4871   -6.9280   0.0293
